value,rank,color,sigla_uf,state_id,indicator_id,component_id,component_name,dimension_id,dimension_name,indicator_name,ano,descricao,fonte
44,19,1,PA,15,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"9,07",27,1,PB,25,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"27,7",23,1,PE,26,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"20,99",25,1,PI,22,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"55,89",13,2,PR,41,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"78,05",4,3,RJ,33,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"10,7",26,1,RN,24,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"57,16",11,2,RO,11,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"80,37",1,3,RR,14,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"80,11",2,3,RS,43,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"78,33",3,3,SC,42,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"73,18",6,3,SE,28,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"56,73",12,2,SP,35,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"36,26",20,1,TO,17,amb_adapt_4,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Segurança em barragens,2024,"Filtra as barragens catalogadas pela ANA pelas categorias de risco baixo, médio e alto, e calcula a média aritmética desses valores para determinar o nível de risco médio em cada UF.",ANA / S2iD
"49,69",11,2,AC,12,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"27,67",21,1,AL,27,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"35,97",18,1,AM,13,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"62,24",7,3,AP,16,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"27,67",21,1,BA,29,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"23,06",25,1,CE,23,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"92,54",1,3,DF,53,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"49,69",11,2,ES,32,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
48,14,2,GO,52,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"21,61",26,1,MA,21,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"60,78",9,3,MG,31,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"62,24",7,3,MS,50,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
53,10,2,MT,51,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"29,28",20,1,PA,15,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"46,3",15,2,PB,25,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"27,67",21,1,PE,26,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"20,93",27,1,PI,22,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"81,81",4,3,PR,41,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"63,65",6,3,RJ,33,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"44,58",16,2,RN,24,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"49,69",11,2,RO,11,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"35,97",18,1,RR,14,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"85,24",2,3,RS,43,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"82,56",3,3,SC,42,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"27,67",21,1,SE,28,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"77,6",5,3,SP,35,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"37,68",17,2,TO,17,amb_adapt_5,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Índice de capacidade adaptativa,2017,"Índice de Capacidade Adaptativa da biodiversidade por UF - mede a resiliência dos biomas às mudanças climáticas, analisando a integridade da cobertura vegetal, a proteção legal (unidades de conservação) e a eficácia de ações estatais na mitigação de riscos.",Adapta Brasil
"68,18",4,3,AC,12,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"42,05",14,2,AL,27,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"42,05",14,2,AM,13,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"81,49",2,3,AP,16,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"36,46",25,1,BA,29,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"37,6",21,1,CE,23,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"98,7",1,3,DF,53,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"42,24",13,2,ES,32,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"39,64",16,2,GO,52,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"37,93",19,1,MA,21,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"36,24",26,1,MG,31,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
"43,38",10,2,MS,50,amb_adapt_6,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA,Proporção de municípios com planejamento de drenagem e manejo de águas pluviais,2024,"Percentual de municípios da UF com mais de 20 mil habitantes que tem o componente de Drenagem e Manejo de Águas Pluviais no Plano de Saneamento Básico (municipal e/ou regional), conforme a Lei Federal nº 11.445/2007, divivido pelo total de municípior com mais de 20 mil habitantes.",SINISA
