value,rank,color,sigla_uf,state_id,component_id,component_name,dimension_id,dimension_name
"36,38",23,1,PA,15,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"59,97",12,2,PB,25,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"56,8",15,2,PE,26,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"39,35",22,1,PI,22,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"66,14",7,3,PR,41,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"67,21",6,3,RJ,33,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"65,75",8,3,RN,24,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"47,03",20,1,RO,11,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"10,04",26,1,RR,14,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"60,92",9,3,RS,43,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"67,24",5,3,SC,42,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"60,11",11,2,SE,28,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"72,77",1,3,SP,35,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"54,89",16,2,TO,17,comp_energia_e_conectividade__distribuicao,DISTRIBUIÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"13,37",27,1,AC,12,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"29,53",20,1,AL,27,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"28,25",21,1,AM,13,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"24,95",25,1,AP,16,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"83,8",3,3,BA,29,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"44,3",15,2,CE,23,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"27,28",23,1,DF,53,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"25,29",24,1,ES,32,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"36,35",17,2,GO,52,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"55,98",11,2,MA,21,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"82,03",4,3,MG,31,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"31,03",19,1,MS,50,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"33,13",18,2,MT,51,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"55,03",13,2,PA,15,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"60,91",9,3,PB,25,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"55,31",12,2,PE,26,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"84,26",1,3,PI,22,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"76,91",5,3,PR,41,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"67,91",7,3,RJ,33,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"83,98",2,3,RN,24,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"40,06",16,2,RO,11,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"24,38",26,1,RR,14,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"60,34",10,2,RS,43,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"62,11",8,3,SC,42,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"49,25",14,2,SE,28,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"76,31",6,3,SP,35,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"28,07",22,1,TO,17,comp_energia_e_conectividade__geracao,GERAÇÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"23,2",24,1,AC,12,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"41,68",17,2,AL,27,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"25,85",21,1,AM,13,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"48,58",15,2,AP,16,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"25,56",22,1,BA,29,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"35,96",20,1,CE,23,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"88,66",1,3,DF,53,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"69,44",7,3,ES,32,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"63,61",9,3,GO,52,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"19,33",25,1,MA,21,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"64,88",8,3,MG,31,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"60,04",10,2,MS,50,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"50,72",12,2,MT,51,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"25,31",23,1,PA,15,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"47,95",16,2,PB,25,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"49,2",14,2,PE,26,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"16,54",27,1,PI,22,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"71,91",5,3,PR,41,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"82,35",3,3,RJ,33,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"50,33",13,2,RN,24,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"37,76",18,2,RO,11,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"18,02",26,1,RR,14,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"70,66",6,3,RS,43,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
77,4,3,SC,42,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"59,92",11,2,SE,28,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"83,95",2,3,SP,35,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"36,01",19,1,TO,17,comp_energia_e_conectividade__telecomunicacoes,TELECOMUNICAÇÕES,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"18,75",24,1,AC,12,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"58,98",13,2,AL,27,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"12,15",27,1,AM,13,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"15,79",26,1,AP,16,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"50,59",15,2,BA,29,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"46,22",16,2,CE,23,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"79,39",3,3,DF,53,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"60,16",11,2,ES,32,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"43,25",18,2,GO,52,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"43,41",17,2,MA,21,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"74,43",5,3,MG,31,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"23,94",22,1,MS,50,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"59,45",12,2,MT,51,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"36,92",21,1,PA,15,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"38,7",20,1,PB,25,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"38,82",19,1,PE,26,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"64,56",7,3,PI,22,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"71,83",6,3,PR,41,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"83,01",1,3,RJ,33,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"64,25",8,3,RN,24,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"62,59",10,2,RO,11,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"23,72",23,1,RR,14,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"62,88",9,3,RS,43,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"79,02",4,3,SC,42,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"54,3",14,2,SE,28,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"80,2",2,3,SP,35,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"15,92",25,1,TO,17,comp_energia_e_conectividade__transmissao,TRANSMISSÃO,dim_energia_e_conectividade,ENERGIA E CONECTIVIDADE
"26,47",22,1,AC,12,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"59,5",11,2,AL,27,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"60,38",9,3,AM,13,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"29,58",20,1,AP,16,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"62,92",7,3,BA,29,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"77,89",5,3,CE,23,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"80,07",4,3,DF,53,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"43,31",16,2,ES,32,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"23,86",24,1,GO,52,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"36,58",17,2,MA,21,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"62,54",8,3,MG,31,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"23,38",25,1,MS,50,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"30,26",19,1,MT,51,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"44,98",15,2,PA,15,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"70,1",6,3,PB,25,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"86,74",2,3,PE,26,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"27,71",21,1,PI,22,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"52,84",12,2,PR,41,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"88,19",1,3,RJ,33,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"59,81",10,2,RN,24,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"24,66",23,1,RO,11,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"21,49",27,1,RR,14,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"36,42",18,2,RS,43,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"51,44",13,2,SC,42,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"47,14",14,2,SE,28,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"83,52",3,3,SP,35,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"21,52",26,1,TO,17,comp_mobilidade__aeroportos,AEROPORTOS,dim_mobilidade,MOBILIDADE
"32,98",21,1,AC,12,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"49,89",9,3,AL,27,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"51,98",6,3,AM,13,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"43,99",14,2,AP,16,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"50,64",8,3,BA,29,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"43,16",15,2,CE,23,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"32,98",21,1,DF,53,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"91,21",2,3,ES,32,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"36,01",19,1,GO,52,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"97,98",1,3,MA,21,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"32,98",21,1,MG,31,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"56,53",5,3,MS,50,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"32,98",21,1,MT,51,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"60,43",4,3,PA,15,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"34,84",20,1,PB,25,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"42,01",16,2,PE,26,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"32,98",21,1,PI,22,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"51,69",7,3,PR,41,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"75,66",3,3,RJ,33,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"41,87",17,2,RN,24,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"48,97",10,2,RO,11,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"32,98",21,1,RR,14,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"48,86",11,2,RS,43,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"46,83",12,2,SC,42,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"37,23",18,2,SE,28,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"46,44",13,2,SP,35,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"32,98",21,1,TO,17,comp_mobilidade__portos,PORTOS,dim_mobilidade,MOBILIDADE
"10,79",27,1,AC,12,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"59,85",9,3,AL,27,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"17,69",26,1,AM,13,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"26,86",23,1,AP,16,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"36,14",21,1,BA,29,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"66,8",7,3,CE,23,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"84,47",2,3,DF,53,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"48,97",13,2,ES,32,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"73,41",5,3,GO,52,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"19,88",25,1,MA,21,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"42,59",18,2,MG,31,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"83,28",3,3,MS,50,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"52,79",11,2,MT,51,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"39,71",19,1,PA,15,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"44,92",16,2,PB,25,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"44,69",17,2,PE,26,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"59,86",8,3,PI,22,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"59,11",10,2,PR,41,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"75,32",4,3,RJ,33,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"31,48",22,1,RN,24,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"37,39",20,1,RO,11,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"46,71",14,2,RR,14,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"24,14",24,1,RS,43,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"45,25",15,2,SC,42,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"72,09",6,3,SE,28,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"89,82",1,3,SP,35,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"50,39",12,2,TO,17,comp_mobilidade__rodovias,RODOVIAS,dim_mobilidade,MOBILIDADE
"87,75",1,3,AC,12,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"48,25",14,2,AL,27,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"15,67",26,1,AM,13,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"14,69",27,1,AP,16,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"38,46",19,1,BA,29,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"52,43",12,2,CE,23,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"83,22",3,3,DF,53,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"30,31",21,1,ES,32,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"48,19",15,2,GO,52,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"41,53",17,2,MA,21,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"77,83",4,3,MG,31,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"19,94",25,1,MS,50,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"26,93",24,1,MT,51,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"36,76",20,1,PA,15,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"77,36",5,3,PB,25,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"64,28",8,3,PE,26,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"56,74",10,2,PI,22,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"38,55",18,2,PR,41,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"27,05",23,1,RJ,33,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"66,65",7,3,RN,24,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"43,27",16,2,RO,11,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"84,69",2,3,RR,14,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"27,38",22,1,RS,43,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"53,64",11,2,SC,42,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"73,9",6,3,SE,28,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"48,26",13,2,SP,35,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"58,29",9,3,TO,17,comp_mobilidade__escoamento_de_carga,ESCOAMENTO DE CARGA,dim_mobilidade,MOBILIDADE
"72,05",3,3,AC,12,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"47,32",11,2,AL,27,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"36,54",21,1,AM,13,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"54,02",7,3,AP,16,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"41,3",15,2,BA,29,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"53,77",8,3,CE,23,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"98,49",1,3,DF,53,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
